Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Brimont,France,49.3333,4.0167,19.92,Overcast clouds,4.99,✅ Safe,2025-08-23 20:15:29
Brive,France,47.4833,-2.0,25.84,Overcast clouds,2.83,✅ Safe,2025-08-23 20:15:31
Bruch,France,44.2167,0.4167,30.9,Clear sky,2.77,✅ Safe,2025-08-23 20:15:33
Buffon,France,47.65,4.2667,22.95,Overcast clouds,4.27,✅ Safe,2025-08-23 20:15:35
Bully,France,45.85,4.5833,24.87,Overcast clouds,3.71,✅ Safe,2025-08-23 20:15:37
Busnes,France,50.5833,2.5167,20.9,Overcast clouds,4.8,✅ Safe,2025-08-23 20:15:39
Butry-sur-Oise,France,49.0833,2.2,23.19,Overcast clouds,3.8,✅ Safe,2025-08-23 20:15:41
Buxeuil,France,48.05,4.4,22.13,Broken clouds,3.84,✅ Safe,2025-08-23 20:15:43
Buxieres-sur-Arce,France,48.1167,4.45,21.51,Broken clouds,4.09,✅ Safe,2025-08-23 20:15:44
Buzet-sur-Baise,France,44.25,0.2833,30.52,Clear sky,2.62,✅ Safe,2025-08-23 20:15:46
Cabourg,France,49.2833,-0.1167,20.21,Few clouds,4.99,✅ Safe,2025-08-23 20:15:48
Caen,France,49.1833,-0.3667,22.15,Broken clouds,5.08,⚠ Moderate,2025-08-23 20:15:50
Calais,France,50.95,1.85,20.74,Broken clouds,6.24,⚠ Moderate,2025-08-23 20:15:52
Calvi,France,42.5667,8.75,26.8,Few clouds,6.98,⚠ Moderate,2025-08-23 20:15:53
Camillac,France,45.05,-0.5833,30.99,Few clouds,2.61,✅ Safe,2025-08-23 20:15:55
Campagnac,France,44.0333,1.85,29.13,Clear sky,2.62,✅ Safe,2025-08-23 20:15:57
Campagne,France,43.7833,4.0333,30.94,Clear sky,1.85,✅ Safe,2025-08-23 20:15:59
Camp-du-Castellet,France,43.25,5.75,27.72,Clear sky,6.69,⚠ Moderate,2025-08-23 20:16:01
Camplong-d'Aude,France,43.1333,2.65,29.18,Clear sky,5.16,⚠ Moderate,2025-08-23 20:16:03
Cannes,France,43.55,7.0167,26.74,Clear sky,2.64,✅ Safe,2025-08-23 20:16:04
Cantois,France,44.7,-0.2333,30.87,Clear sky,2.67,✅ Safe,2025-08-23 20:16:06
Capbreton,France,43.6333,-1.4333,25.6,Clear sky,3.11,✅ Safe,2025-08-23 20:16:08
Capendu,France,43.1833,2.55,31.39,Clear sky,4.68,✅ Safe,2025-08-23 20:16:10
Capinghem,France,50.65,2.9667,20.79,Overcast clouds,5.42,⚠ Moderate,2025-08-23 20:16:11
Caplong,France,44.7833,0.1333,30.79,Clear sky,2.08,✅ Safe,2025-08-23 20:16:13
Capo Pertusato,France,41.3667,9.1833,24.58,Clear sky,10.84,⚡ Dangerous,2025-08-23 20:16:15
Carlux,France,44.8833,1.35,30.4,Clear sky,1.46,✅ Safe,2025-08-23 20:16:17
Carnac,France,47.5833,-3.0833,23.48,Overcast clouds,5.06,⚠ Moderate,2025-08-23 20:16:19
Carnas,France,43.8333,3.9833,30.98,Clear sky,2.1,✅ Safe,2025-08-23 20:16:21
Carnoules,France,43.3,6.1833,28.28,Clear sky,4.63,✅ Safe,2025-08-23 20:16:23
Caromb,France,44.1167,5.1,27.98,Clear sky,7.39,⚠ Moderate,2025-08-23 20:16:24
Caronte,France,43.4,5.0167,29.74,Clear sky,9.07,⚠ Moderate,2025-08-23 20:16:26
Castets-en-Dorthe,France,44.55,-0.15,30.86,Clear sky,2.16,✅ Safe,2025-08-23 20:16:28
Caumont-sur-Garonne,France,44.45,0.2,31.04,Clear sky,2.31,✅ Safe,2025-08-23 20:16:30
Cauneille,France,43.5333,-1.0667,30.07,Clear sky,1.96,✅ Safe,2025-08-23 20:16:32
Cendrecourt,France,47.85,5.9333,21.8,Overcast clouds,3.18,✅ Safe,2025-08-23 20:16:33
Cepoy,France,48.05,2.7167,24.06,Broken clouds,3.94,✅ Safe,2025-08-23 20:16:35
Cerons,France,44.6333,-0.3333,31.05,Clear sky,2.3,✅ Safe,2025-08-23 20:16:37
Chailly-sur-Armancon,France,47.2667,4.4833,21.96,Overcast clouds,3.85,✅ Safe,2025-08-23 20:16:39
Chalons-en-Champagne,France,48.95,4.3667,20.97,Overcast clouds,3.77,✅ Safe,2025-08-23 20:16:40
