Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Tsubame,Japan,37.65,138.9333,26.9,Overcast clouds,1.52,✅ Safe,2025-08-23 16:42:36
Tsuzu Yamaguchi,Japan,34.05,132.2,27.56,Overcast clouds,0.61,✅ Safe,2025-08-23 16:42:38
Tsuzuki Ku,Japan,35.5465011,139.5789316,32.08,Overcast clouds,4.43,✅ Safe,2025-08-23 16:42:39
Unnan,Japan,35.2833,132.9,28.25,Overcast clouds,1.46,✅ Safe,2025-08-23 16:42:40
Wakamatsu/Kitakyushu,Japan,33.8833,130.8167,28.75,Broken clouds,2.95,✅ Safe,2025-08-23 16:42:42
Yachiyo,Japan,35.7333,140.1,28.4,Overcast clouds,5.04,⚠ Moderate,2025-08-23 16:42:43
Yawata/Kitakyushu,Japan,33.85,130.8,29.58,Broken clouds,2.67,✅ Safe,2025-08-23 16:42:45
Yokohama,Japan,35.45,139.65,29.43,Overcast clouds,6.86,⚠ Moderate,2025-08-23 16:42:46
Yokosuka,Japan,35.2833,139.6667,27.17,Overcast clouds,8.57,⚠ Moderate,2025-08-23 16:42:47
Yoro,Japan,35.3,136.55,29.72,Overcast clouds,1.67,✅ Safe,2025-08-23 16:42:49
Yoshiumi,Japan,34.1333,133.0333,28.25,Overcast clouds,3.35,✅ Safe,2025-08-23 16:42:50
Zushi,Japan,35.2833,139.5833,27.33,Overcast clouds,8.17,⚠ Moderate,2025-08-23 16:42:51
Port of Nagoya,Japan,35.08333333,136.8833333,30.35,Overcast clouds,3.85,✅ Safe,2025-08-23 16:42:53
Abashiri,Japan,44.0206319,144.2733983,18.14,Overcast clouds,7.75,⚠ Moderate,2025-08-23 16:42:54
Akitafunagawa,Japan,39.883,139.95,27.55,Clear sky,2.28,✅ Safe,2025-08-23 16:42:56
Asa,Japan,36.5482687,136.6896784,27.41,Overcast clouds,1.49,✅ Safe,2025-08-23 16:42:57
Akita,Japan,39.7199668,140.1034795,27.03,Few clouds,1.82,✅ Safe,2025-08-23 16:42:58
Shibukawa,Japan,36.483,139.0,28.93,Overcast clouds,2.36,✅ Safe,2025-08-23 16:43:00
Chiba,Japan,35.6074041,140.1065366,28.05,Overcast clouds,5.31,⚠ Moderate,2025-08-23 16:43:01
Choshi,Japan,35.7346813,140.8266406,27.54,Overcast clouds,7.01,⚠ Moderate,2025-08-23 16:43:02
Chimu Wan,Japan,26.383,127.917,28.97,Broken clouds,3.18,✅ Safe,2025-08-23 16:43:04
Chinase,Japan,35.543745,139.4450726,31.82,Overcast clouds,2.22,✅ Safe,2025-08-23 16:43:05
"Fukuyama, Hiroshima",Japan,34.4859845,133.3624239,28.82,Overcast clouds,1.14,✅ Safe,2025-08-23 16:43:06
Fushikitoyama,Japan,36.8,137.117,27.04,Broken clouds,2.12,✅ Safe,2025-08-23 16:43:08
Kitanagoya,Japan,35.233,136.85,30.72,Overcast clouds,2.94,✅ Safe,2025-08-23 16:43:09
Hibikishinko,Japan,33.983,130.75,29.12,Broken clouds,4.72,✅ Safe,2025-08-23 16:43:10
Henza,Japan,26.2584803,127.744592,28.83,Broken clouds,2.82,✅ Safe,2025-08-23 16:43:12
Hachinohe,Japan,40.5122055,141.4882743,26.59,Clear sky,3.86,✅ Safe,2025-08-23 16:43:13
Hitachinaka,Japan,36.3966506,140.5347934,29.65,Overcast clouds,0.78,✅ Safe,2025-08-23 16:43:15
Hiroshima,Japan,34.3852894,132.4553055,28.69,Overcast clouds,1.08,✅ Safe,2025-08-23 16:43:16
Hakodate,Japan,41.7686961,140.7290599,21.71,Overcast clouds,3.25,✅ Safe,2025-08-23 16:43:17
Hamada,Japan,34.8993937,132.0802638,27.59,Overcast clouds,3.59,✅ Safe,2025-08-23 16:43:19
Hamamatsu,Japan,34.7108344,137.7261258,28.68,Overcast clouds,2.02,✅ Safe,2025-08-23 16:43:20
Hofu,Japan,34.033,131.567,29.15,Overcast clouds,2.99,✅ Safe,2025-08-23 16:43:21
Hososhima,Japan,32.4230672,131.6722509,27.69,Scattered clouds,1.45,✅ Safe,2025-08-23 16:43:23
Hitachi,Japan,36.5991273,140.6504712,27.39,Overcast clouds,0.95,✅ Safe,2025-08-23 16:43:24
Ichikawa,Japan,35.7219115,139.9310099,28.9,Overcast clouds,5.36,⚠ Moderate,2025-08-23 16:43:25
Niihama,Japan,33.975095,133.284764,29.33,Overcast clouds,1.1,✅ Safe,2025-08-23 16:43:27
Imafuku,Japan,34.8802249,132.1908526,26.56,Overcast clouds,1.98,✅ Safe,2025-08-23 16:43:28
Imabari,Japan,34.0662024,132.9977906,28.21,Overcast clouds,2.64,✅ Safe,2025-08-23 16:43:30
Imari,Japan,33.2650014,129.8804221,27.73,Scattered clouds,1.17,✅ Safe,2025-08-23 16:43:31
Ishikari,Japan,43.19897,141.315016,22.49,Few clouds,5.12,⚠ Moderate,2025-08-23 16:43:32
Iwakuni,Japan,34.1667451,132.2191641,28.02,Overcast clouds,0.54,✅ Safe,2025-08-23 16:43:34
Iyomishima,Japan,33.9804152,133.5490295,27.96,Overcast clouds,1.87,✅ Safe,2025-08-23 16:43:35
Kashimae,Japan,33.1037584,130.0985898,28.48,Scattered clouds,1.86,✅ Safe,2025-08-23 16:43:37
Kashino,Japan,33.4659909,135.8503892,27.48,Overcast clouds,2.37,✅ Safe,2025-08-23 16:43:38
Kubuki,Japan,31.8522211,130.4525374,27.4,Scattered clouds,1.04,✅ Safe,2025-08-23 16:43:39
Kochi,Japan,33.5481246,133.2521507,27.1,Overcast clouds,0.92,✅ Safe,2025-08-23 16:43:41
Niigata,Japan,37.9161244,139.0363708,28.5,Overcast clouds,1.03,✅ Safe,2025-08-23 16:43:42
Kamaishi,Japan,39.2758046,141.8857275,25.63,Few clouds,2.81,✅ Safe,2025-08-23 16:43:43
"Kitaura, Miyazaki",Japan,31.9110956,131.4238934,28.21,Broken clouds,1.45,✅ Safe,2025-08-23 16:43:45
Kajiki,Japan,35.1952974,133.0692446,26.68,Overcast clouds,0.98,✅ Safe,2025-08-23 16:43:46
Kumamoto,Japan,32.80394,130.709,28.28,Scattered clouds,1.41,✅ Safe,2025-08-23 16:43:47
Kanmon,Japan,33.9,130.917,29.15,Broken clouds,2.76,✅ Safe,2025-08-23 16:43:49
Kanazawa,Japan,36.5610309,136.6566474,27.8,Overcast clouds,1.74,✅ Safe,2025-08-23 16:43:50
Kagoshima,Japan,31.5968539,130.5571392,27.48,Few clouds,2.08,✅ Safe,2025-08-23 16:43:51
Komatsushima,Japan,34.0047412,134.5907301,29.05,Overcast clouds,1.69,✅ Safe,2025-08-23 16:43:53
"Kashima, Ibaraki",Japan,35.9656835,140.6447937,29.01,Overcast clouds,3.44,✅ Safe,2025-08-23 16:43:54
Kushiro,Japan,42.9849413,144.3818041,19.25,Broken clouds,0.48,✅ Safe,2025-08-23 16:43:56
Kawasaki,Japan,35.5308325,139.7029125,29.49,Overcast clouds,6.58,⚠ Moderate,2025-08-23 16:43:57
Maizuru,Japan,35.4666,135.35,30.08,Overcast clouds,1.16,✅ Safe,2025-08-23 16:43:58
"Miike, Tokyo",Japan,35.6894875,139.6917064,31.78,Overcast clouds,4.07,✅ Safe,2025-08-23 16:44:00
"Misaki, Kanagawa",Japan,35.1406987,139.6189289,26.52,Overcast clouds,9.31,⚠ Moderate,2025-08-23 16:44:01
Mizushima,Japan,34.51543,133.7354835,28.97,Overcast clouds,2.09,✅ Safe,2025-08-23 16:44:02
Muroran,Japan,42.3151792,140.9737666,23.11,Clear sky,5.44,⚠ Moderate,2025-08-23 16:44:04
Matsuyama,Japan,33.8393515,132.7653057,28.74,Overcast clouds,2.79,✅ Safe,2025-08-23 16:44:05
"Nagahama, Shimane",Japan,35.5578659,133.2812605,28.56,Broken clouds,3.05,✅ Safe,2025-08-23 16:44:07
"Naha, Okinawa",Japan,26.2125758,127.6790208,29.05,Broken clouds,3.1,✅ Safe,2025-08-23 16:44:08
Naoetsu,Japan,37.1858604,138.2550381,28.55,Scattered clouds,1.32,✅ Safe,2025-08-23 16:44:09
Nagayo,Japan,32.8251889,129.8750453,29.9,Few clouds,1.19,✅ Safe,2025-08-23 16:44:11
Nagasaki,Japan,32.7503334,129.8778888,26.9,Scattered clouds,1.58,✅ Safe,2025-08-23 16:44:12
Nagaokakyo,Japan,34.933,135.7,31.31,Overcast clouds,0.61,✅ Safe,2025-08-23 16:44:13
Niigatahigashi,Japan,37.9248713,139.0925911,28.37,Overcast clouds,1.05,✅ Safe,2025-08-23 16:44:15
Nikaho,Japan,39.383,140.083,26.32,Scattered clouds,2.57,✅ Safe,2025-08-23 16:44:16
"Nakama, Okinawa",Japan,26.2443195,127.729637,29.13,Broken clouds,2.91,✅ Safe,2025-08-23 16:44:18
Nishitokyo,Japan,34.733,139.533,26.84,Overcast clouds,8.84,⚠ Moderate,2025-08-23 16:44:19
Nanatsuyama,Japan,33.8391574,132.7655752,28.74,Overcast clouds,2.79,✅ Safe,2025-08-23 16:44:20
