Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Antoing,Belgium,50.567,3.45,19.65,Overcast clouds,3.84,✅ Safe,2025-08-23 18:37:01
Annevoie,Belgium,50.333,4.833,17.07,Overcast clouds,1.87,✅ Safe,2025-08-23 18:37:02
Avelgem,Belgium,50.767,3.433,19.82,Overcast clouds,5.18,⚠ Moderate,2025-08-23 18:37:04
Auvelais,Belgium,50.45,4.617,17.57,Overcast clouds,1.51,✅ Safe,2025-08-23 18:37:05
Ben-Ahin,Belgium,50.517,5.167,17.53,Overcast clouds,1.3,✅ Safe,2025-08-23 18:37:07
Battel,Belgium,51.05,4.45,19.21,Broken clouds,3.43,✅ Safe,2025-08-23 18:37:08
Bazel,Belgium,51.15,4.3,19.24,Overcast clouds,3.66,✅ Safe,2025-08-23 18:37:10
Blankenberge,Belgium,51.317,3.133,20.15,Few clouds,5.76,⚠ Moderate,2025-08-23 18:37:12
Bellecourt,Belgium,50.483,4.25,17.88,Overcast clouds,2.96,✅ Safe,2025-08-23 18:37:13
Baudour,Belgium,50.483,3.817,19.1,Overcast clouds,3.03,✅ Safe,2025-08-23 18:37:15
Beerse,Belgium,51.317,4.867,18.91,Broken clouds,3.75,✅ Safe,2025-08-23 18:37:17
Briegden,Belgium,50.867,5.617,18.09,Broken clouds,1.45,✅ Safe,2025-08-23 18:37:19
Brugge (Bruges),Belgium,51.217,3.233,20.19,Few clouds,6.04,⚠ Moderate,2025-08-23 18:37:20
Boekhoute,Belgium,51.25,3.717,19.7,Few clouds,5.52,⚠ Moderate,2025-08-23 18:37:22
Bleharies,Belgium,50.517,3.4,19.66,Overcast clouds,3.44,✅ Safe,2025-08-23 18:37:24
Buggenhout,Belgium,51.017,4.2,19.3,Broken clouds,4.56,✅ Safe,2025-08-23 18:37:25
Balen,Belgium,51.167,5.15,18.89,Scattered clouds,4.07,✅ Safe,2025-08-23 18:37:27
Beloeil,Belgium,50.55,3.717,19.15,Overcast clouds,3.42,✅ Safe,2025-08-23 18:37:28
Blaton,Belgium,50.5,3.65,19.28,Overcast clouds,3.2,✅ Safe,2025-08-23 18:37:30
Berneau,Belgium,50.75,5.733,17.96,Broken clouds,1.03,✅ Safe,2025-08-23 18:37:32
Bas-Oha,Belgium,50.517,5.183,17.65,Overcast clouds,1.37,✅ Safe,2025-08-23 18:37:33
Bocholt,Belgium,51.167,5.583,18.74,Scattered clouds,4.44,✅ Safe,2025-08-23 18:37:35
Boom,Belgium,51.083,4.367,19.23,Broken clouds,3.51,✅ Safe,2025-08-23 18:37:37
Bornem,Belgium,51.1,4.233,19.35,Broken clouds,4.24,✅ Safe,2025-08-23 18:37:38
Boorsem,Belgium,50.933,5.717,18.44,Broken clouds,2.01,✅ Safe,2025-08-23 18:37:39
Bree,Belgium,51.133,5.6,18.73,Scattered clouds,4.15,✅ Safe,2025-08-23 18:37:41
Beernem,Belgium,51.15,3.333,20.15,Few clouds,6.25,⚠ Moderate,2025-08-23 18:37:42
Berendrecht,Belgium,51.333,4.317,19.23,Overcast clouds,3.61,✅ Safe,2025-08-23 18:37:44
Bruyelle,Belgium,50.55,3.417,19.56,Overcast clouds,3.6,✅ Safe,2025-08-23 18:37:45
