Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Silvi Marina,Italy,42.5667,14.0833,24.15,Clear sky,2.64,✅ Safe,2025-08-23 21:57:04
Soverato,Italy,38.6833,16.55,27.49,Clear sky,5.85,⚠ Moderate,2025-08-23 21:57:07
Sperlonga,Italy,41.25,13.4333,25.61,Clear sky,3.35,✅ Safe,2025-08-23 21:57:09
Spotorno,Italy,44.2333,8.4167,26.03,Scattered clouds,1.76,✅ Safe,2025-08-23 21:57:11
Stintino,Italy,40.9333,8.2167,24.45,Clear sky,7.32,⚠ Moderate,2025-08-23 21:57:12
Taormina,Italy,37.85,15.2833,26.66,Clear sky,2.55,✅ Safe,2025-08-23 21:57:14
Taranto,Italy,40.4833,17.2333,26.87,Few clouds,1.55,✅ Safe,2025-08-23 21:57:15
Termini Imerese,Italy,37.9833,13.7,26.87,Clear sky,4.29,✅ Safe,2025-08-23 21:57:17
Terrasini,Italy,38.15,13.0833,25.53,Clear sky,3.94,✅ Safe,2025-08-23 21:57:19
Torre Cesarea,Italy,40.0333,18.45,25.19,Few clouds,3.02,✅ Safe,2025-08-23 21:57:20
Torre Faro,Italy,38.25,15.6333,26.92,Clear sky,5.86,⚠ Moderate,2025-08-23 21:57:22
Torre Gaveta,Italy,40.8167,14.05,24.22,Clear sky,3.36,✅ Safe,2025-08-23 21:57:23
Torre San Giovanni d'Ugento,Italy,39.9167,18.15,26.68,Clear sky,3.07,✅ Safe,2025-08-23 21:57:25
Torvaianica,Italy,41.6333,12.4667,27.19,Clear sky,4.89,✅ Safe,2025-08-23 21:57:27
Torviscosa,Italy,45.8167,13.2667,24.04,Few clouds,0.22,✅ Safe,2025-08-23 21:57:28
Trapani,Italy,38.0167,12.4833,25.81,Clear sky,4.44,✅ Safe,2025-08-23 21:57:30
Trebisacce,Italy,39.8667,16.5333,24.39,Light rain,2.0,✅ Safe,2025-08-23 21:57:31
Vado Ligure,Italy,44.2667,8.45,24.96,Scattered clouds,1.84,✅ Safe,2025-08-23 21:57:33
Venezia,Italy,45.4333,12.3333,24.82,Few clouds,1.67,✅ Safe,2025-08-23 21:57:35
Ventimiglia,Italy,43.7833,7.6,24.44,Few clouds,2.1,✅ Safe,2025-08-23 21:57:37
