Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Sovetsk,Russian Federation,55.0667,21.8833,17.17,Broken clouds,6.46,⚠ Moderate,2025-08-23 16:58:06
Svetlyy,Russian Federation,54.7,20.5,15.79,Overcast clouds,5.32,⚠ Moderate,2025-08-23 16:58:07
Ura-Guba,Russian Federation,69.2833,32.8,10.43,Overcast clouds,6.74,⚠ Moderate,2025-08-23 16:58:09
Ust'-Luga,Russian Federation,59.6667,28.3167,15.26,Light rain,1.74,✅ Safe,2025-08-23 16:58:10
Vitino,Russian Federation,67.0833,32.3333,13.27,Broken clouds,4.74,✅ Safe,2025-08-23 16:58:12
Vysotsk,Russian Federation,60.6333,28.5667,14.85,Overcast clouds,1.32,✅ Safe,2025-08-23 16:58:14
Yartsevo,Russian Federation,55.0667,32.6667,18.88,Few clouds,2.69,✅ Safe,2025-08-23 16:58:15
Baltiysk,Russian Federation,54.6591222,19.9228947,15.12,Heavy intensity rain,5.52,⚠ Moderate,2025-08-23 16:58:17
Kaliningrad,Russian Federation,54.7104264,20.4522144,15.64,Overcast clouds,5.37,⚠ Moderate,2025-08-23 16:58:19
Murmansk,Russian Federation,68.9781,33.0563,12.19,Overcast clouds,3.46,✅ Safe,2025-08-23 16:58:20
Svetlaya,Russian Federation,58.422778,30.065556,17.39,Light rain,3.74,✅ Safe,2025-08-23 16:58:22
