Port,Country,Latitude,Longitude,Temperature (°C),Weather,Wind (m/s),Safety Status,Updated_At
Linhai,China,28.85,121.1167,28.98,Broken clouds,2.06,✅ Safe,2025-08-23 16:21:37
Lisui,China,40.0667,116.75,21.41,Overcast clouds,4.69,✅ Safe,2025-08-23 16:21:39
Liudu,China,23.0667,112.0,30.06,Moderate rain,2.1,✅ Safe,2025-08-23 16:21:41
Liusha,China,20.9,110.0667,29.71,Few clouds,3.29,✅ Safe,2025-08-23 16:21:42
Liuzhou Pt,China,23.3167,109.4,29.36,Scattered clouds,1.99,✅ Safe,2025-08-23 16:21:44
Longguan,China,40.7667,115.5667,14.31,Light rain,0.22,✅ Safe,2025-08-23 16:21:45
Longhai,China,26.4667,113.2667,28.91,Light rain,2.87,✅ Safe,2025-08-23 16:21:47
Longkou Pt,China,37.65,120.35,27.58,Light rain,2.83,✅ Safe,2025-08-23 16:21:49
Longyan Pt,China,37.4333,122.6333,26.52,Clear sky,5.23,⚠ Moderate,2025-08-23 16:21:50
Lu'an,China,31.7333,116.4833,30.29,Broken clouds,1.54,✅ Safe,2025-08-23 16:21:52
Lufeng,China,22.95,115.6333,29.15,Scattered clouds,4.96,✅ Safe,2025-08-23 16:21:54
Lu-hua Shan,China,30.8167,122.6167,27.74,Clear sky,8.51,⚠ Moderate,2025-08-23 16:21:55
Luobei,China,47.5667,130.8167,19.39,Broken clouds,3.0,✅ Safe,2025-08-23 16:21:57
Lushun New Pt,China,38.6833,121.1833,26.04,Broken clouds,3.02,✅ Safe,2025-08-23 16:21:59
Lusi,China,32.05,121.6167,29.43,Clear sky,4.15,✅ Safe,2025-08-23 16:22:00
Luzhou,China,28.9,105.4,27.65,Overcast clouds,1.25,✅ Safe,2025-08-23 16:22:02
Maanshan Pt,China,31.7167,118.4667,31.07,Few clouds,1.76,✅ Safe,2025-08-23 16:22:03
Macun,China,19.95,110.0167,28.28,Clear sky,2.31,✅ Safe,2025-08-23 16:22:05
Mafang,China,23.35,112.6833,30.51,Scattered clouds,1.18,✅ Safe,2025-08-23 16:22:06
Maji Shan,China,30.6667,122.4,28.02,Clear sky,9.14,⚠ Moderate,2025-08-23 16:22:08
Mawan Pt,China,22.45,113.8833,31.24,Clear sky,7.44,⚠ Moderate,2025-08-23 16:22:10
Mawei Pt,China,25.9833,119.45,26.85,Clear sky,1.11,✅ Safe,2025-08-23 16:22:11
Meisha Pt,China,24.7,117.0667,24.91,Scattered clouds,2.13,✅ Safe,2025-08-23 16:22:13
Miyun,China,40.3667,116.8333,20.2,Light rain,4.63,✅ Safe,2025-08-23 16:22:15
Mohe,China,53.0167,122.45,12.67,Overcast clouds,2.14,✅ Safe,2025-08-23 16:22:17
Nanao Pt,China,23.4333,117.6833,28.83,Scattered clouds,3.1,✅ Safe,2025-08-23 16:22:18
Nanhai Pt,China,23.0167,113.15,31.79,Light rain,3.65,✅ Safe,2025-08-23 16:22:19
Nanjiangkou,China,23.1167,111.8,30.19,Scattered clouds,1.96,✅ Safe,2025-08-23 16:22:21
Nanjing,China,32.05,118.7667,30.53,Few clouds,2.07,✅ Safe,2025-08-23 16:22:22
Nanning,China,22.8,108.3167,30.5,Scattered clouds,2.05,✅ Safe,2025-08-23 16:22:24
Nansha Pt,China,22.75,113.5833,30.48,Broken clouds,7.38,⚠ Moderate,2025-08-23 16:22:26
Nantong Pt,China,32.0167,120.85,31.12,Few clouds,0.91,✅ Safe,2025-08-23 16:22:28
Naozhou,China,20.9167,110.5833,29.64,Clear sky,3.79,✅ Safe,2025-08-23 16:22:29
Ningbo,China,29.8667,121.55,32.96,Scattered clouds,3.44,✅ Safe,2025-08-23 16:22:31
Ningbo Pt,China,29.9167,121.6667,32.7,Few clouds,4.03,✅ Safe,2025-08-23 16:22:33
Ningbo,China,29.8667,121.55,32.96,Scattered clouds,3.44,✅ Safe,2025-08-23 16:22:34
Nudao,China,36.3833,120.8667,28.45,Clear sky,5.37,⚠ Moderate,2025-08-23 16:22:36
Panjin,China,41.1167,122.05,27.24,Few clouds,3.11,✅ Safe,2025-08-23 16:22:37
Penglai Pt,China,37.8,120.75,27.38,Overcast clouds,1.63,✅ Safe,2025-08-23 16:22:39
Pingshaxinmatou,China,22.1,113.1667,30.07,Clear sky,7.46,⚠ Moderate,2025-08-23 16:22:40
Pingzhou,China,23.0333,113.2,31.62,Light rain,3.67,✅ Safe,2025-08-23 16:22:42
Pizhou,China,34.3351999,118.01246,29.15,Scattered clouds,3.44,✅ Safe,2025-08-23 16:22:43
Pudong/Shanghai,China,31.2333,121.5,32.54,Scattered clouds,3.17,✅ Safe,2025-08-23 16:22:45
Putian,China,24.4333,119.0167,29.27,Clear sky,3.39,✅ Safe,2025-08-23 16:22:46
Puyang,China,35.7,115.0,26.86,Overcast clouds,2.59,✅ Safe,2025-08-23 16:22:48
Qianshan/Zhuhai,China,22.2333,113.5167,30.48,Clear sky,7.65,⚠ Moderate,2025-08-23 16:22:50
